Penyakit,Gejala_1,Gejala_2,Gejala_3,Gejala_4,Gejala_5,Gejala_6,Gejala_7,Gejala_8,Gejala_9,Gejala_10,Gejala_11,Gejala_12,Gejala_13,Gejala_14,Gejala_15,Gejala_16,Gejala_17
Flu biasa, terus menerus_bersin, panas dingin, kelelahan, batuk, demam tinggi, pembengkakan_kelenjar getah bening, rasa tidak enak, dahak, tenggorokan_iritasi, kemerahan_mata_, tekanan_sinus, pilek, penyumbatan, nyeri dada, kehilangan_bau_, nyeri otot,
Flu biasa, terus menerus_bersin, panas dingin, kelelahan, batuk, demam tinggi, sakit kepala, rasa tidak enak, dahak, tenggorokan_iritasi, kemerahan_mata_, tekanan_sinus, pilek, penyumbatan, nyeri dada, kehilangan_bau_, nyeri otot,
Flu biasa, terus menerus_bersin, panas dingin, kelelahan, batuk, demam tinggi, sakit kepala, pembengkakan_kelenjar getah bening, dahak, tenggorokan_iritasi, kemerahan_mata_, tekanan_sinus, pilek, penyumbatan, nyeri dada, kehilangan_bau_, nyeri otot,
Radang paru-paru, panas dingin, kelelahan, batuk, demam tinggi, sesak napas, berkeringat, rasa tidak enak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,,
Radang paru-paru, panas dingin, kelelahan, batuk, demam tinggi, sesak napas, berkeringat, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,
Radang paru-paru, panas dingin, kelelahan, batuk, demam tinggi, sesak napas, berkeringat, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,
Radang paru-paru, kelelahan, batuk, demam tinggi, sesak napas, berkeringat, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,,
Radang paru-paru, panas dingin, batuk, demam tinggi, sesak napas, berkeringat, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,,
Radang paru-paru, panas dingin, kelelahan, demam tinggi, sesak napas, berkeringat, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,,
Radang paru-paru, panas dingin, kelelahan, batuk, sesak napas, berkeringat, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,,
Radang paru-paru, panas dingin, kelelahan, batuk, demam tinggi, berkeringat, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,,
Radang paru-paru, panas dingin, kelelahan, batuk, demam tinggi, sesak napas, rasa tidak enak, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,,
Radang paru-paru, panas dingin, kelelahan, batuk, demam tinggi, sesak napas, berkeringat, dahak, nyeri dada, detak_jantung_cepat, berkarat_dahak,,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,
Wasir dimorfik (tumpukan), nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_di_anal_wilayah, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, iritasi_di_anus,,,,,,,,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, bangku_berdarah,,,,,,,,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,
Wasir dimorfik (tumpukan), sembelit, nyeri_selama_gerakan_usus, nyeri_di_anal_wilayah, bangku_berdarah, iritasi_di_anus,,,,,,,,,,,,
Serangan jantung, muntah, sesak napas, berkeringat, nyeri dada,,,,,,,,,,,,,
Serangan jantung, muntah, sesak napas, berkeringat, nyeri dada,,,,,,,,,,,,,
Serangan jantung, sesak napas, berkeringat, nyeri dada,,,,,,,,,,,,,,
Serangan jantung, muntah, berkeringat, nyeri dada,,,,,,,,,,,,,,
Serangan jantung, muntah, sesak napas, nyeri dada,,,,,,,,,,,,,,
Serangan jantung, muntah, sesak napas, berkeringat,,,,,,,,,,,,,,
Serangan jantung, muntah, sesak napas, berkeringat, nyeri dada,,,,,,,,,,,,,
Serangan jantung, sesak napas, berkeringat, nyeri dada,,,,,,,,,,,,,,
Serangan jantung, muntah, berkeringat, nyeri dada,,,,,,,,,,,,,,
Serangan jantung, muntah, sesak napas, nyeri dada,,,,,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, memar, kegemukan, kaki_bengkak, pembuluh darah_bengkak, vena_menonjol_di_betis,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, memar, kegemukan, kaki_bengkak, pembuluh darah_bengkak, vena_menonjol_di_betis,,,,,,,,,,
Pembuluh mekar, kram, memar, kegemukan, kaki_bengkak, pembuluh darah_bengkak, vena_menonjol_di_betis,,,,,,,,,,,
Pembuluh mekar, kelelahan, memar, kegemukan, kaki_bengkak, pembuluh darah_bengkak, vena_menonjol_di_betis,,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, kegemukan, kaki_bengkak, pembuluh darah_bengkak, vena_menonjol_di_betis,,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, memar, kaki_bengkak, pembuluh darah_bengkak, vena_menonjol_di_betis,,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, memar, kegemukan, pembuluh darah_bengkak, vena_menonjol_di_betis,,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, memar, kegemukan, kaki_bengkak, vena_menonjol_di_betis,,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, memar, kegemukan, kaki_bengkak, pembuluh darah_bengkak,,,,,,,,,,,
Pembuluh mekar, kelelahan, kram, memar, kegemukan, kaki_bengkak, vena_menonjol_di_betis,,,,,,,,,,,
Hipotiroidisme, kelelahan, berat_penambahan, tangan_dan_kaki_dingin, suasana hati_ayunan, kelesuan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,
Hipotiroidisme, kelelahan, berat_penambahan, tangan_dan_kaki_dingin, suasana hati_ayunan, kelesuan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,
Hipotiroidisme, berat_penambahan, tangan_dan_kaki_dingin, suasana hati_ayunan, kelesuan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,,
Hipotiroidisme, berat_penambahan, tangan_dan_kaki_dingin, suasana hati_ayunan, kelesuan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,,
Hipotiroidisme, kelelahan, tangan_dan_kaki_dingin, suasana hati_ayunan, kelesuan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,,
Hipotiroidisme, kelelahan, berat_penambahan, suasana hati_ayunan, kelesuan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,,
Hipotiroidisme, kelelahan, berat_penambahan, tangan_dan_kaki_dingin, kelesuan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,,
Hipotiroidisme, kelelahan, berat_penambahan, tangan_dan_kaki_dingin, suasana hati_ayunan, pusing, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,,
Hipotiroidisme, kelelahan, berat_penambahan, tangan_dan_kaki_dingin, suasana hati_ayunan, kelesuan, wajah_dan_mata_bengkak, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,,
Hipotiroidisme, kelelahan, berat_penambahan, tangan_dan_kaki_dingin, suasana hati_ayunan, kelesuan, pusing, pembesaran_tiroid, kuku rapuh, bengkak_ekstremitas, depresi, sifat lekas marah, abnormal_menstruasi,,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, berat_penurunan, kegelisahan, berkeringat, diare, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, berat_penurunan, kegelisahan, berkeringat, diare, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,
Hipertiroidisme, suasana hati_ayunan, berat_penurunan, kegelisahan, berkeringat, diare, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,,
Hipertiroidisme, kelelahan, berat_penurunan, kegelisahan, berkeringat, diare, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, kegelisahan, berkeringat, diare, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, berat_penurunan, berkeringat, diare, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, berat_penurunan, kegelisahan, diare, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, berat_penurunan, kegelisahan, berkeringat, detak_jantung_cepat, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, berat_penurunan, kegelisahan, berkeringat, diare, berlebihan_kelaparan, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,,
Hipertiroidisme, kelelahan, suasana hati_ayunan, berat_penurunan, kegelisahan, berkeringat, diare, detak_jantung_cepat, kelemahan otot, sifat lekas marah, abnormal_menstruasi,,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat, sakit kepala, mual, penglihatan_kabur_dan_terdistorsi_, berlebihan_kelaparan, cadel_ucapan, sifat lekas marah, jantung berdebar,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat, sakit kepala, mual, penglihatan_kabur_dan_terdistorsi_, berlebihan_kelaparan, mengeringkan_dan_kesemutan_bibir, cadel_ucapan, sifat lekas marah, jantung berdebar,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat, sakit kepala, mual, penglihatan_kabur_dan_terdistorsi_, berlebihan_kelaparan, mengeringkan_dan_kesemutan_bibir, cadel_ucapan, sifat lekas marah, jantung berdebar,,,,,
Hipoglikemia, kelelahan, kecemasan, berkeringat, sakit kepala, mual, penglihatan_kabur_dan_terdistorsi_, berlebihan_kelaparan, mengeringkan_dan_kesemutan_bibir, cadel_ucapan, sifat lekas marah, jantung berdebar,,,,,,
Hipoglikemia, muntah, kecemasan, berkeringat, sakit kepala, mual, penglihatan_kabur_dan_terdistorsi_, berlebihan_kelaparan, mengeringkan_dan_kesemutan_bibir, cadel_ucapan, sifat lekas marah, jantung berdebar,,,,,,
Hipoglikemia, muntah, kelelahan, berkeringat, sakit kepala, mual, penglihatan_kabur_dan_terdistorsi_, berlebihan_kelaparan, mengeringkan_dan_kesemutan_bibir, cadel_ucapan, sifat lekas marah, jantung berdebar,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, sakit kepala, mual, penglihatan_kabur_dan_terdistorsi_, berlebihan_kelaparan, mengeringkan_dan_kesemutan_bibir, cadel_ucapan, sifat lekas marah, jantung berdebar,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat, mual, penglihatan_kabur_dan_terdistorsi_, berlebihan_kelaparan, mengeringkan_dan_kesemutan_bibir, cadel_ucapan, sifat lekas marah, jantung berdebar,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat, sakit kepala, penglihatan_kabur_dan_terdistorsi_, berlebihan_kelaparan, mengeringkan_dan_kesemutan_bibir, cadel_ucapan, sifat lekas marah, jantung berdebar,,,,,,
Hipoglikemia, muntah, kelelahan, kecemasan, berkeringat, sakit kepala, mual, berlebihan_kelaparan, mengeringkan_dan_kesemutan_bibir, cadel_ucapan, sifat lekas marah, jantung berdebar,,,,,,
Osteoartritis, nyeri sendi, sakit leher, sakit lutut, pinggul_sendi_nyeri, pembengkakan_sendi, menyakitkan_berjalan,,,,,,,,,,,
Osteoartritis, nyeri sendi, sakit leher, sakit lutut, pinggul_sendi_nyeri, pembengkakan_sendi, menyakitkan_berjalan,,,,,,,,,,,
Osteoartritis, sakit leher, sakit lutut, pinggul_sendi_nyeri, pembengkakan_sendi, menyakitkan_berjalan,,,,,,,,,,,,
Osteoartritis, nyeri sendi, sakit lutut, pinggul_sendi_nyeri, pembengkakan_sendi, menyakitkan_berjalan,,,,,,,,,,,,
Osteoartritis, nyeri sendi, sakit leher, pinggul_sendi_nyeri, pembengkakan_sendi, menyakitkan_berjalan,,,,,,,,,,,,
Osteoartritis, nyeri sendi, sakit leher, sakit lutut, pembengkakan_sendi, menyakitkan_berjalan,,,,,,,,,,,,
Osteoartritis, nyeri sendi, sakit leher, sakit lutut, pinggul_sendi_nyeri, menyakitkan_berjalan,,,,,,,,,,,,
Osteoartritis, nyeri sendi, sakit leher, sakit lutut, pinggul_sendi_nyeri, pembengkakan_sendi,,,,,,,,,,,,
Osteoartritis, nyeri sendi, sakit leher, sakit lutut, pinggul_sendi_nyeri, pembengkakan_sendi, menyakitkan_berjalan,,,,,,,,,,,
Osteoartritis, nyeri sendi, sakit leher, sakit lutut, pinggul_sendi_nyeri, pembengkakan_sendi, menyakitkan_berjalan,,,,,,,,,,,
Radang sendi, kelemahan otot, leher kaku, pembengkakan_sendi, gerakan_kekakuan, menyakitkan_berjalan,,,,,,,,,,,,
Radang sendi, kelemahan otot, leher kaku, pembengkakan_sendi, gerakan_kekakuan, menyakitkan_berjalan,,,,,,,,,,,,
Radang sendi, leher kaku, pembengkakan_sendi, gerakan_kekakuan, menyakitkan_berjalan,,,,,,,,,,,,,
Radang sendi, kelemahan otot, pembengkakan_sendi, gerakan_kekakuan, menyakitkan_berjalan,,,,,,,,,,,,,
Radang sendi, kelemahan otot, leher kaku, gerakan_kekakuan, menyakitkan_berjalan,,,,,,,,,,,,,
Radang sendi, kelemahan otot, leher kaku, pembengkakan_sendi, menyakitkan_berjalan,,,,,,,,,,,,,
Radang sendi, kelemahan otot, leher kaku, pembengkakan_sendi, gerakan_kekakuan, menyakitkan_berjalan,,,,,,,,,,,,
Radang sendi, kelemahan otot, leher kaku, pembengkakan_sendi, gerakan_kekakuan,,,,,,,,,,,,,
Radang sendi, kelemahan otot, leher kaku, pembengkakan_sendi, gerakan_kekakuan, menyakitkan_berjalan,,,,,,,,,,,,
Radang sendi, kelemahan otot, leher kaku, pembengkakan_sendi, gerakan_kekakuan, menyakitkan_berjalan,,,,,,,,,,,,
(vertigo) Vertigo Posisi Paroymsal, muntah, sakit kepala, mual, gerakan_berputar, kehilangan_keseimbangan_, kegoyangan,,,,,,,,,,,
(vertigo) Vertigo Posisi Paroymsal, muntah, sakit kepala, mual, gerakan_berputar, kehilangan_keseimbangan_, kegoyangan,,,,,,,,,,,
(vertigo) Vertigo Posisi Paroymsal, sakit kepala, mual, gerakan_berputar, kehilangan_keseimbangan_, kegoyangan,,,,,,,,,,,,
(vertigo) Vertigo Posisi Paroymsal, muntah, mual, gerakan_berputar, kehilangan_keseimbangan_, kegoyangan,,,,,,,,,,,,
(vertigo) Vertigo Posisi Paroymsal, muntah, sakit kepala, gerakan_berputar, kehilangan_keseimbangan_, kegoyangan,,,,,,,,,,,,
(vertigo) Vertigo Posisi Paroymsal, muntah, sakit kepala, mual, kehilangan_keseimbangan_, kegoyangan,,,,,,,,,,,,
(vertigo) Vertigo Posisi Paroymsal, muntah, sakit kepala, mual, gerakan_berputar, kegoyangan,,,,,,,,,,,,
(vertigo) Vertigo Posisi Paroymsal, muntah, sakit kepala, mual, gerakan_berputar, kehilangan_keseimbangan_,,,,,,,,,,,,
(vertigo) Vertigo Posisi Paroymsal, muntah, sakit kepala, mual, gerakan_berputar, kehilangan_keseimbangan_, kegoyangan,,,,,,,,,,,
(vertigo) Vertigo Posisi Paroymsal, muntah, sakit kepala, mual, kehilangan_keseimbangan_, kegoyangan,,,,,,,,,,,,
Jerawat, ruam kulit, pus_filled_jerawat, komedo, berlarian,,,,,,,,,,,,,
Jerawat, ruam kulit, pus_filled_jerawat, komedo, berlarian,,,,,,,,,,,,,
Jerawat, pus_filled_jerawat, komedo, berlarian,,,,,,,,,,,,,,
Jerawat, ruam kulit, komedo, berlarian,,,,,,,,,,,,,,
Jerawat, ruam kulit, pus_filled_jerawat, berlarian,,,,,,,,,,,,,,
Jerawat, ruam kulit, pus_filled_jerawat, komedo,,,,,,,,,,,,,,
Jerawat, ruam kulit, pus_filled_jerawat, komedo, berlarian,,,,,,,,,,,,,
Jerawat, ruam kulit, pus_filled_jerawat, komedo,,,,,,,,,,,,,,
Jerawat, ruam kulit, pus_filled_jerawat, berlarian,,,,,,,,,,,,,,
Jerawat, ruam kulit, komedo, berlarian,,,,,,,,,,,,,,
Infeksi saluran kemih, pembakaran_kemih, kandung kemih_ketidaknyamanan, urin berbau busuk, rasa_air_urin yang terus-menerus,,,,,,,,,,,,,
Infeksi saluran kemih, pembakaran_kemih, kandung kemih_ketidaknyamanan, urin berbau busuk, rasa_air_urin yang terus-menerus,,,,,,,,,,,,,
Infeksi saluran kemih, kandung kemih_ketidaknyamanan, urin berbau busuk, rasa_air_urin yang terus-menerus,,,,,,,,,,,,,,
Infeksi saluran kemih, pembakaran_kemih, urin berbau busuk, rasa_air_urin yang terus-menerus,,,,,,,,,,,,,,
Infeksi saluran kemih, pembakaran_kemih, kandung kemih_ketidaknyamanan, rasa_air_urin yang terus-menerus,,,,,,,,,,,,,,
Infeksi saluran kemih, pembakaran_kemih, kandung kemih_ketidaknyamanan, urin berbau busuk,,,,,,,,,,,,,,
Infeksi saluran kemih, pembakaran_kemih, kandung kemih_ketidaknyamanan, urin berbau busuk, rasa_air_urin yang terus-menerus,,,,,,,,,,,,,
Infeksi saluran kemih, pembakaran_kemih, kandung kemih_ketidaknyamanan, rasa_air_urin yang terus-menerus,,,,,,,,,,,,,,
Infeksi saluran kemih, kandung kemih_ketidaknyamanan, urin berbau busuk, rasa_air_urin yang terus-menerus,,,,,,,,,,,,,,
Infeksi saluran kemih, pembakaran_kemih, kandung kemih_ketidaknyamanan, rasa_air_urin yang terus-menerus,,,,,,,,,,,,,,
Psoriasis, ruam kulit, nyeri sendi, pengelupasan kulit, debu_seperti_perak, penyok_kecil_di_kuku, kuku_inflamasi,,,,,,,,,,,
Psoriasis, ruam kulit, nyeri sendi, pengelupasan kulit, debu_seperti_perak, penyok_kecil_di_kuku, kuku_inflamasi,,,,,,,,,,,
Psoriasis, nyeri sendi, pengelupasan kulit, debu_seperti_perak, penyok_kecil_di_kuku, kuku_inflamasi,,,,,,,,,,,,
Psoriasis, ruam kulit, pengelupasan kulit, debu_seperti_perak, penyok_kecil_di_kuku, kuku_inflamasi,,,,,,,,,,,,
Psoriasis, ruam kulit, nyeri sendi, debu_seperti_perak, penyok_kecil_di_kuku, kuku_inflamasi,,,,,,,,,,,,
Psoriasis, ruam kulit, nyeri sendi, pengelupasan kulit, penyok_kecil_di_kuku, kuku_inflamasi,,,,,,,,,,,,
Psoriasis, ruam kulit, nyeri sendi, pengelupasan kulit, debu_seperti_perak, kuku_inflamasi,,,,,,,,,,,,
Psoriasis, ruam kulit, nyeri sendi, pengelupasan kulit, debu_seperti_perak, penyok_kecil_di_kuku,,,,,,,,,,,,
Psoriasis, ruam kulit, nyeri sendi, pengelupasan kulit, debu_seperti_perak, penyok_kecil_di_kuku, kuku_inflamasi,,,,,,,,,,,
Psoriasis, ruam kulit, nyeri sendi, pengelupasan kulit, debu_seperti_perak, penyok_kecil_di_kuku, kuku_inflamasi,,,,,,,,,,,
Impetigo, ruam kulit, demam tinggi, lepuh, red_sore_around_nose, kuning_kerak_ooze,,,,,,,,,,,,
Impetigo, ruam kulit, demam tinggi, lepuh, red_sore_around_nose, kuning_kerak_ooze,,,,,,,,,,,,
Impetigo, demam tinggi, lepuh, red_sore_around_nose, kuning_kerak_ooze,,,,,,,,,,,,,
Impetigo, ruam kulit, lepuh, red_sore_around_nose, kuning_kerak_ooze,,,,,,,,,,,,,
Impetigo, ruam kulit, lepuh, red_sore_around_nose, kuning_kerak_ooze,,,,,,,,,,,,,
Impetigo, ruam kulit, demam tinggi, red_sore_around_nose, kuning_kerak_ooze,,,,,,,,,,,,,
Impetigo, ruam kulit, demam tinggi, lepuh, kuning_kerak_ooze,,,,,,,,,,,,,
Impetigo, ruam kulit, demam tinggi, lepuh, red_sore_around_nose,,,,,,,,,,,,,
Impetigo, ruam kulit, demam tinggi, lepuh, red_sore_around_nose, kuning_kerak_ooze,,,,,,,,,,,,
Impetigo, ruam kulit, lepuh, red_sore_around_nose, kuning_kerak_ooze,,,,,,,,,,,,,
Infeksi jamur,gatal, ruam kulit, nodal_skin_erupsi, _patches dischromic,,,,,,,,,,,,,
Infeksi jamur, ruam kulit, nodal_skin_erupsi, _patches dischromic,,,,,,,,,,,,,,
Infeksi jamur,gatal, nodal_skin_erupsi, _patches dischromic,,,,,,,,,,,,,,
Infeksi jamur,gatal, ruam kulit, _patches dischromic,,,,,,,,,,,,,,
Infeksi jamur,gatal, ruam kulit, nodal_skin_erupsi,,,,,,,,,,,,,,
Infeksi jamur, ruam kulit, nodal_skin_erupsi, _patches dischromic,,,,,,,,,,,,,,
Infeksi jamur,gatal, nodal_skin_erupsi, _patches dischromic,,,,,,,,,,,,,,
Infeksi jamur,gatal, ruam kulit, _patches dischromic,,,,,,,,,,,,,,
Infeksi jamur,gatal, ruam kulit, nodal_skin_erupsi,,,,,,,,,,,,,,
Infeksi jamur,gatal, ruam kulit, nodal_skin_erupsi, _patches dischromic,,,,,,,,,,,,,
Alergi, terus menerus_bersin, gemetaran, panas dingin, penyiraman_dari_mata,,,,,,,,,,,,,
Alergi, gemetaran, panas dingin, penyiraman_dari_mata,,,,,,,,,,,,,,
Alergi, terus menerus_bersin, panas dingin, penyiraman_dari_mata,,,,,,,,,,,,,,
Alergi, terus menerus_bersin, gemetaran, penyiraman_dari_mata,,,,,,,,,,,,,,
Alergi, terus menerus_bersin, gemetaran, panas dingin,,,,,,,,,,,,,,
Alergi, gemetaran, panas dingin, penyiraman_dari_mata,,,,,,,,,,,,,,
Alergi, terus menerus_bersin, panas dingin, penyiraman_dari_mata,,,,,,,,,,,,,,
Alergi, terus menerus_bersin, gemetaran, penyiraman_dari_mata,,,,,,,,,,,,,,
Alergi, terus menerus_bersin, gemetaran, panas dingin,,,,,,,,,,,,,,
Alergi, terus menerus_bersin, gemetaran, panas dingin, penyiraman_dari_mata,,,,,,,,,,,,,
GERD, sakit perut, keasaman, bisul_di_lidah, muntah, batuk, nyeri dada,,,,,,,,,,,
GERD, sakit perut, bisul_di_lidah, muntah, batuk, nyeri dada,,,,,,,,,,,,
GERD, sakit perut, keasaman, muntah, batuk, nyeri dada,,,,,,,,,,,,
GERD, sakit perut, keasaman, bisul_di_lidah, batuk, nyeri dada,,,,,,,,,,,,
GERD, sakit perut, keasaman, bisul_di_lidah, muntah, nyeri dada,,,,,,,,,,,,
GERD, sakit perut, keasaman, bisul_di_lidah, muntah, batuk,,,,,,,,,,,,
GERD, keasaman, bisul_di_lidah, muntah, batuk, nyeri dada,,,,,,,,,,,,
GERD, sakit perut, bisul_di_lidah, muntah, batuk, nyeri dada,,,,,,,,,,,,
GERD, sakit perut, keasaman, muntah, batuk, nyeri dada,,,,,,,,,,,,
GERD, sakit perut, keasaman, bisul_di_lidah, batuk, nyeri dada,,,,,,,,,,,,
Kolestasis kronis,gatal, muntah, kulit_kekuningan, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,,,
Kolestasis kronis, muntah, kulit_kekuningan, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,,,,
Kolestasis kronis,gatal, kulit_kekuningan, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,,,,
Kolestasis kronis,gatal, muntah, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,,,,
Kolestasis kronis,gatal, muntah, kulit_kekuningan, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,,,,
Kolestasis kronis,gatal, muntah, kulit_kekuningan, mual, sakit perut, mata_menguning,,,,,,,,,,,
Kolestasis kronis,gatal, muntah, kulit_kekuningan, mual, kehilangan selera makan, mata_menguning,,,,,,,,,,,
Kolestasis kronis,gatal, muntah, kulit_kekuningan, mual, kehilangan selera makan, sakit perut,,,,,,,,,,,
Kolestasis kronis,gatal, muntah, kulit_kekuningan, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,,,
Kolestasis kronis,gatal, muntah, kulit_kekuningan, mual, kehilangan selera makan, sakit perut, mata_menguning,,,,,,,,,,
Reaksi Obat,gatal, ruam kulit, sakit perut, pembakaran_kemih, bercak_ buang air kecil,,,,,,,,,,,,
Reaksi Obat,gatal, sakit perut, pembakaran_kemih, bercak_ buang air kecil,,,,,,,,,,,,,
Reaksi Obat,gatal, ruam kulit, pembakaran_kemih, bercak_ buang air kecil,,,,,,,,,,,,,
Reaksi Obat,gatal, ruam kulit, sakit perut, bercak_ buang air kecil,,,,,,,,,,,,,
Reaksi Obat,gatal, ruam kulit, sakit perut, pembakaran_kemih,,,,,,,,,,,,,
Reaksi Obat, ruam kulit, sakit perut, pembakaran_kemih, bercak_ buang air kecil,,,,,,,,,,,,,
Reaksi Obat,gatal, sakit perut, pembakaran_kemih, bercak_ buang air kecil,,,,,,,,,,,,,
Reaksi Obat,gatal, ruam kulit, pembakaran_kemih, bercak_ buang air kecil,,,,,,,,,,,,,
Reaksi Obat,gatal, ruam kulit, sakit perut, bercak_ buang air kecil,,,,,,,,,,,,,
Reaksi Obat,gatal, ruam kulit, sakit perut, pembakaran_kemih,,,,,,,,,,,,,
Penyakit tukak lambung, muntah, kehilangan selera makan, sakit perut, bagian_of_gas, internal_gatal,,,,,,,,,,,,
Penyakit tukak lambung, muntah, gangguan pencernaan, sakit perut, bagian_of_gas, internal_gatal,,,,,,,,,,,,
Penyakit tukak lambung, gangguan pencernaan, kehilangan selera makan, sakit perut, bagian_of_gas, internal_gatal,,,,,,,,,,,,
Penyakit tukak lambung, muntah, kehilangan selera makan, sakit perut, bagian_of_gas, internal_gatal,,,,,,,,,,,,
